District,Year,Yield,Harvested_Extent,Sown_Extent,Production,Season
KEGALLE,1996,2791,7156,7207,18.7,Yala
KEGALLE,1995/1996,3539,10825,10899,35.9,Maha
KEGALLE,1997,2883,9685,9728,26.2,Yala
KEGALLE,1996/1997,3641,10894,10901,37.2,Maha
KEGALLE,1998,2481,5306,5680,12.4,Yala
KEGALLE,1997/1998,3436,10193,10218,32.9,Maha
KEGALLE,1999,3233,8370,8884,25.4,Yala
KEGALLE,1998/1999,3354,10129,10184,31.9,Maha
KEGALLE,2000,2843,5403,5534,14,Yala
KEGALLE,1999/2000,3709,9804,10004,34.8,Maha
KEGALLE,2001,3113,5917,6286,17.3,Yala
KEGALLE,2000/2001,3885,6286,9115,22.9,Maha
KEGALLE,2002,2961,7223,7603,20.5,Yala
KEGALLE,2001/2002,4042,9327,9351,35.4,Maha
KEGALLE,2003,3045,7841,8523,22.4,Yala
KEGALLE,2002/2003,3421,8628,9082,27.7,Maha
KEGALLE,2004,3513,6037,6579,19.9,Yala
KEGALLE,2003/2004,3233,6951,8850,21.1,Maha
KEGALLE,2005,3078,7750,7774,22.3,Yala
KEGALLE,2004/2005,3403,8919,8923,28.4,Maha
KEGALLE,2006,3130,5468,5471,16,Yala
KEGALLE,2005/2006,4032,8776,8777,33.2,Maha
KEGALLE,2007,3291,5049,5159,15.6,Yala
KEGALLE,2006/2007,3143,8228,8233,24.2,Maha
KEGALLE,2008,3323,7424,7431,23.1,Yala
KEGALLE,2007/2008,3749,7174,7486,26,Maha
KEGALLE,2009,3374,7610,7617,24.1,Yala
KEGALLE,2008/2009,3721,8089,8179,37.1,Maha
KEGALLE,2010,2846,7209,7216,19.2,Yala
KEGALLE,2009/2010,3791,8331,8337,44.1,Maha
KEGALLE,2011,2756,7003,7024,18.1,Yala
KEGALLE,2010/2011,2993,8199,8212,38.7,Maha
KEGALLE,2012,2728,2275,2882,5.8,Yala
KEGALLE,2011/2012,3629,7052,7103,42.7,Maha
KEGALLE,2013,2783,4661,4725,12.2,Yala
KEGALLE,2012/2013,3916,5089,5093,39,Maha
KEGALLE,2014,2763,3934,3969,10.2,Yala
KEGALLE,2013/2014,3344,5946,6088,36.1,Maha
KEGALLE,2015,3437,4678,4723,15.1,Yala
KEGALLE,2014/2015,3857,6182,6240,38.3,Maha
KEGALLE,2016,3349,2418,2462,7.59,Yala
KEGALLE,2015/2016,3933,5713,5757,23.48,Maha
KEGALLE,2017,2871,1660,1676,4.46,Yala
KEGALLE,2016/2017,3996,1845,3691,22.42,Maha
KEGALLE,2018,3124,4622,4663,13.53,Yala
KEGALLE,2017/2018,4372,5724,5793,25.06,Maha
KEGALLE,2019,2882,2285,2684,6.17,Yala
KEGALLE,2018/2019,4721,5890,5890,21.11,Maha
KEGALLE,2020,3731,6252,6314,21.86,Yala
KEGALLE,2019/2020,4558,5338,5356,24.73,Maha
KEGALLE,2021,2991,5460,5477,15.3,Yala
KEGALLE,2022,2548,6088,6104,14.53,Yala
KEGALLE,2021/2022,3499,6291,6301,21.49,Maha
KEGALLE,2023,2974,6382,6494,17.78,Yala
KEGALLE,2022/2023,3581,7127,7131,23.8,Maha
KEGALLE,2024,2884,4338,4338,11.72,Yala
KEGALLE,2023/2024,3622,6125,6126,15.98,Maha
KURUNEGALA,1979,2329,11403,30944,26.6,Yala
KURUNEGALA,1978/1979,2610,64846,67097,31.5,Maha
KURUNEGALA,1979/1980,3025,66230,70506,35.6,Maha
KURUNEGALA,1981,3284,35041,38645,115.3,Yala
KURUNEGALA,1980/1981,3270,70613,70991,33.2,Maha
KURUNEGALA,1982,3453,43611,44426,150.8,Yala
KURUNEGALA,1981/1982,3698,54909,63525,43.3,Maha
KURUNEGALA,1983,3300,20965,34723,69.3,Yala
KURUNEGALA,1982/1983,3633,60449,61422,42.8,Maha
KURUNEGALA,1984,2985,60958,61234,182.2,Yala
KURUNEGALA,1983/1984,3055,63060,63377,193,Maha
KURUNEGALA,1985,2989,39010,40697,116.8,Yala
KURUNEGALA,1984/1985,3617,70951,70997,257.1,Maha
KURUNEGALA,1986,2811,22349,48157,62.9,Yala
KURUNEGALA,1985/1986,3724,71524,71604,266.8,Maha
KURUNEGALA,1987,3330,18220,34580,60.8,Yala
KURUNEGALA,1986/1987,3663,18100,56580,66.4,Maha
KURUNEGALA,1988,3009,52800,53119,159.1,Yala
KURUNEGALA,1987/1988,3353,64559,69663,216.8,Maha
KURUNEGALA,1989,3259,20433,21846,66.9,Yala
KURUNEGALA,1988/1989,3438,56195,62808,193.5,Maha
KURUNEGALA,1990,2667,36784,40257,98.3,Yala
KURUNEGALA,1989/1990,3436,65356,67743,224.9,Maha
KURUNEGALA,1991,2815,41986,42267,118.4,Yala
KURUNEGALA,1990/1991,3619,68835,68961,249.5,Maha
KURUNEGALA,1992,3291,40977,43543,135.1,Yala
KURUNEGALA,1991/1992,3265,68480,74028,224,Maha
KURUNEGALA,1993,2740,35620,37928,97.8,Yala
KURUNEGALA,1992/1993,3372,69533,71683,234.9,Maha
KURUNEGALA,1994,2780,28963,39874,80.7,Yala
KURUNEGALA,1993/1994,3515,74583,74908,262.6,Maha
KURUNEGALA,1995,3007,48500,52851,146.1,Yala
KURUNEGALA,1994/1995,3533,63270,69559,223.9,Maha
KURUNEGALA,1996,2309,16858,30203,39,Yala
KURUNEGALA,1995/1996,3171,32081,62917,101.9,Maha
KURUNEGALA,1997,2678,33679,39622,90.3,Yala
KURUNEGALA,1996/1997,3493,55259,61041,193.3,Maha
KURUNEGALA,1998,3294,25294,26547,83.5,Yala
KURUNEGALA,1997/1998,3460,72376,73853,250.8,Maha
KURUNEGALA,1999,3349,43023,45287,144.3,Yala
KURUNEGALA,1998/1999,3171,68074,68173,216.3,Maha
KURUNEGALA,2000,3142,17738,34177,55.8,Yala
KURUNEGALA,1999/2000,3614,65686,67715,237.8,Maha
KURUNEGALA,2001,3101,26568,46187,82.5,Yala
KURUNEGALA,2000/2001,3601,44392,45531,160.1,Maha
KURUNEGALA,2002,3207,51574,58947,165,Yala
KURUNEGALA,2001/2002,3521,55680,58576,196.3,Maha
KURUNEGALA,2003,3162,53761,58437,170.4,Yala
KURUNEGALA,2002/2003,3520,64363,75721,227,Maha
KURUNEGALA,2004,3661,19182,22167,70.2,Yala
KURUNEGALA,2003/2004,3608,20788,45038,75,Maha
KURUNEGALA,2005,2955,36773,44961,108.7,Yala
KURUNEGALA,2004/2005,3492,60493,61421,211.2,Maha
KURUNEGALA,2006,3653,33338,35093,121.8,Yala
KURUNEGALA,2005/2006,3655,73205,73331,267.6,Maha
KURUNEGALA,2007,3755,22780,28729,85.5,Yala
KURUNEGALA,2006/2007,4035,69736,71731,281.4,Maha
KURUNEGALA,2008,3148,68188,68912,214.6,Yala
KURUNEGALA,2007/2008,3838,75243,75351,288.8,Maha
KURUNEGALA,2009,3534,46516,48916,164.4,Yala
KURUNEGALA,2008/2009,3940,76812,77291,45.3,Maha
KURUNEGALA,2010,3993,56386,56682,225.2,Yala
KURUNEGALA,2009/2010,4033,68023,68758,45.5,Maha
KURUNEGALA,2011,3758,67458,68619,253.5,Yala
KURUNEGALA,2010/2011,3319,80206,81263,39.8,Maha
KURUNEGALA,2012,3413,15153,41517,51.7,Yala
KURUNEGALA,2011/2012,3934,56718,62621,43.8,Maha
KURUNEGALA,2013,3619,52300,52461,189.3,Yala
KURUNEGALA,2012/2013,4806,80851,81580,45.7,Maha
KURUNEGALA,2014,3453,52587,59599,181.6,Yala
KURUNEGALA,2013/2014,4062,55480,61138,42.4,Maha
KURUNEGALA,2015,3562,61318,62649,218.4,Yala
KURUNEGALA,2014/2015,3609,77108,79375,48.2,Maha
KURUNEGALA,2016,3537,49356,50190,174.6,Yala
KURUNEGALA,2015/2016,4131,80625,80778,37.93,Maha
KURUNEGALA,2017,3940,9728,15824,38.33,Yala
KURUNEGALA,2016/2017,4540,18481,46788,41.65,Maha
KURUNEGALA,2018,3899,46830,50261,182.58,Yala
KURUNEGALA,2017/2018,4418,42541,47616,40.43,Maha
KURUNEGALA,2019,4015,30764,39148,123.52,Yala
KURUNEGALA,2018/2019,4711,80075,80370,42.04,Maha
KURUNEGALA,2020,4397,56531,58127,248.55,Yala
KURUNEGALA,2019/2020,4732,82011,82478,35.58,Maha
KURUNEGALA,2021,4024,67988,68573,273.57,Yala
KURUNEGALA,2022,2775,56581,56830,157,Yala
KURUNEGALA,2021/2022,3229,80609,81454,28.76,Maha
KURUNEGALA,2023,3447,59851,65288,206.29,Yala
KURUNEGALA,2022/2023,3760,77857,78253,38.88,Maha
KURUNEGALA,2024,3708,56697,57102,210.24,Yala
KURUNEGALA,2023/2024,3592,74682,75307,25.43,Maha
MANNAR,1978/1979,4603,13856,15612,19.3,Maha
MANNAR,1979/1980,3926,16247,17029,18.7,Maha
MANNAR,1981,2856,105,106,0.3,Yala
MANNAR,1980/1981,2633,10685,15410,26.9,Maha
MANNAR,1982,1836,96,112,0.2,Yala
MANNAR,1981/1982,1956,10266,16024,15.6,Maha
MANNAR,1983,4297,210,238,0.9,Yala
MANNAR,1982/1983,4343,15444,16975,22,Maha
MANNAR,1984,3058,773,826,2.3,Yala
MANNAR,1983/1984,3644,11563,14503,40.3,Maha
MANNAR,1985,3650,364,393,1.3,Yala
MANNAR,1984/1985,3781,13087,13141,47.3,Maha
MANNAR,1986,2829,364,367,1,Yala
MANNAR,1985/1986,4126,13912,14155,54.9,Maha
MANNAR,1987,3379,51,72,0.2,Yala
MANNAR,1986/1987,2480,6493,14630,15.4,Maha
MANNAR,1988,2998,851,851,2.4,Yala
MANNAR,1987/1988,3794,11704,13411,42.5,Maha
MANNAR,1989,2616,11,13,0,Yala
MANNAR,1988/1989,3423,1978,6971,6.5,Maha
MANNAR,1990,0,11,12,0,Yala
MANNAR,1989/1990,4199,8143,8227,32.7,Maha
MANNAR,1991,2964,11,12,0,Yala
MANNAR,1992,0,520,548,1.4,Yala
MANNAR,1991/1992,3351,8305,8474,26.6,Maha
MANNAR,1993,0,44,46,0.1,Yala
MANNAR,1992/1993,3661,2422,2472,8.5,Maha
MANNAR,1994,2887,1058,1104,2.9,Yala
MANNAR,1993/1994,3712,2800,4842,9.9,Maha
MANNAR,1995,2939,905,949,2.5,Yala
MANNAR,1994/1995,2939,4424,5645,12.4,Maha
MANNAR,1996,2939,448,456,1.3,Yala
MANNAR,1995/1996,3094,2843,3584,8.4,Maha
MANNAR,1997,2681,123,144,0.3,Yala
MANNAR,1996/1997,2939,6475,6515,18.2,Maha
MANNAR,1997/1998,2578,5549,5842,13.7,Maha
MANNAR,1999,2640,717,741,1.8,Yala
MANNAR,1998/1999,2784,6761,6920,18,Maha
MANNAR,2000,2681,796,848,2,Yala
MANNAR,1999/2000,2814,6404,6671,17,Maha
MANNAR,2001,2649,806,848,2,Yala
MANNAR,2000/2001,2803,4026,4047,11,Maha
MANNAR,2002,2710,1098,1146,3,Yala
MANNAR,2001/2002,3924,3966,4047,15,Maha
MANNAR,2003,2674,506,551,1.3,Yala
MANNAR,2002/2003,4271,8306,9229,34,Maha
MANNAR,2004,2836,199,221,0.5,Yala
MANNAR,2003/2004,4102,6047,8905,23.7,Maha
MANNAR,2005,4101,1071,1093,4.2,Yala
MANNAR,2004/2005,4203,9529,9529,38.2,Maha
MANNAR,2006,4067,48,48,0.2,Yala
MANNAR,2005/2006,4108,9326,9715,36.6,Maha
MANNAR,2007,4224,835,843,3.4,Yala
MANNAR,2006/2007,3874,5442,5668,20.1,Maha
MANNAR,2008,4288,886,984,3.6,Yala
MANNAR,2007/2008,3640,2681,4894,9.3,Maha
MANNAR,2008/2009,3670,5352,5352,66,Maha
MANNAR,2010,3909,600,600,2.2,Yala
MANNAR,2009/2010,5403,8093,8093,48.1,Maha
MANNAR,2011,3842,1799,1818,6.6,Yala
MANNAR,2010/2011,4001,10992,11693,60,Maha
MANNAR,2012,3759,1850,2201,6.2,Yala
MANNAR,2011/2012,4798,13416,13416,42,Maha
MANNAR,2013,5694,2248,2248,12.2,Yala
MANNAR,2012/2013,5509,14824,15663,73.6,Maha
MANNAR,2014,3970,1195,1726,4.5,Yala
MANNAR,2013/2014,5254,4989,5313,43.6,Maha
MANNAR,2015,4954,2798,2976,13.2,Yala
MANNAR,2014/2015,5489,16919,17321,62.6,Maha
MANNAR,2016,4162,2000,2416,7.95,Yala
MANNAR,2015/2016,4999,18664,18698,66.47,Maha
MANNAR,2017,2839,101,101,0.27,Yala
MANNAR,2016/2017,4242,13863,14565,20.89,Maha
MANNAR,2018,4777,479,479,2.19,Yala
MANNAR,2017/2018,4487,18225,19405,18.32,Maha
MANNAR,2019,5514,915,925,4.82,Yala
MANNAR,2018/2019,5112,19267,19267,79.46,Maha
MANNAR,2020,5372,1610,1610,8.26,Yala
MANNAR,2019/2020,4827,19367,19367,77.45,Maha
MANNAR,2021,4931,2732,2740,12.86,Yala
MANNAR,2022,3425,2274,2275,7.44,Yala
MANNAR,2021/2022,2662,20171,20466,39.99,Maha
MANNAR,2023,4826,2369,2374,10.92,Yala
MANNAR,2022/2023,3497,22113,22117,57.76,Maha
MANNAR,2024,2184,2978,2980,6.21,Yala
MANNAR,2023/2024,4327,27982,27982,63.7,Maha
MATALE,1979,2707,5838,5941,14.2,Yala
MATALE,1978/1979,3245,13294,13814,61,Maha
MATALE,1979/1980,3085,13249,14112,61,Maha
MATALE,1981,2864,4220,4266,10.9,Yala
MATALE,1980/1981,3362,14298,14453,26.9,Maha
MATALE,1982,3306,3726,3859,11.1,Yala
MATALE,1981/1982,3202,8813,13436,19.2,Maha
MATALE,1983,3400,3314,3591,10.2,Yala
MATALE,1982/1983,3749,13716,14593,64.1,Maha
MATALE,1984,2968,5839,5907,15.6,Yala
MATALE,1983/1984,3408,14096,14319,43.3,Maha
MATALE,1985,2943,4292,4399,11.4,Yala
MATALE,1984/1985,3737,15333,15371,51.6,Maha
MATALE,1986,2761,6153,6528,15.3,Yala
MATALE,1985/1986,4286,15512,15532,59.9,Maha
MATALE,1987,2594,3043,4300,7.1,Yala
MATALE,1986/1987,4186,13295,14546,50.1,Maha
MATALE,1988,2831,6232,6378,15.9,Yala
MATALE,1987/1988,3073,13726,14732,38,Maha
MATALE,1989,2936,4302,4337,11.4,Yala
MATALE,1988/1989,3460,12280,12404,38.3,Maha
MATALE,1990,2911,6117,6141,16.1,Yala
MATALE,1989/1990,4097,14660,14701,54.1,Maha
MATALE,1991,3090,4161,4180,11.6,Yala
MATALE,1990/1991,4506,14277,14291,57.9,Maha
MATALE,1992,3471,3429,3693,10.7,Yala
MATALE,1991/1992,3780,13969,14960,47.6,Maha
MATALE,1993,3531,4232,4263,13.5,Yala
MATALE,1992/1993,3794,14884,14959,50.9,Maha
MATALE,1994,3876,3127,3139,10.9,Yala
MATALE,1993/1994,3331,14881,15026,44.6,Maha
MATALE,1995,3184,4628,4648,13.3,Yala
MATALE,1994/1995,3691,14771,14960,49.1,Maha
MATALE,1996,3284,3689,3708,10.9,Yala
MATALE,1995/1996,3746,14089,14291,47.5,Maha
MATALE,1997,3687,4748,4845,15.8,Yala
MATALE,1996/1997,3677,11462,14285,38,Maha
MATALE,1998,3554,5838,6058,18.7,Yala
MATALE,1997/1998,3906,15952,16277,56.1,Maha
MATALE,1999,3784,6222,6492,21.2,Yala
MATALE,1998/1999,3657,13598,13604,44.8,Maha
MATALE,2000,3627,6119,6335,20,Yala
MATALE,1999/2000,3854,13860,14287,48.1,Maha
MATALE,2001,3650,6173,6273,20.3,Yala
MATALE,2000/2001,4503,12688,12689,51.5,Maha
MATALE,2002,3511,6142,6465,19,Yala
MATALE,2001/2002,4089,13314,13320,49,Maha
MATALE,2003,3668,6439,6999,21.2,Yala
MATALE,2002/2003,4162,15554,16372,58.3,Maha
MATALE,2004,4021,4074,4397,14.7,Yala
MATALE,2003/2004,4129,13697,14009,50.9,Maha
MATALE,2005,3205,5276,5368,15.2,Yala
MATALE,2004/2005,3918,15783,15913,55.6,Maha
MATALE,2006,3587,7268,7268,23.4,Yala
MATALE,2005/2006,3472,15874,15906,49.6,Maha
MATALE,2007,4086,5526,5585,20.3,Yala
MATALE,2006/2007,3866,15189,15281,52.8,Maha
MATALE,2008,3784,11874,11960,40.4,Yala
MATALE,2007/2008,3559,18878,19119,60.4,Maha
MATALE,2009,3642,6163,6406,20.2,Yala
MATALE,2008/2009,3759,18958,19374,18.8,Maha
MATALE,2010,4292,10718,10719,41.4,Yala
MATALE,2009/2010,4494,20088,20248,41.8,Maha
MATALE,2011,4202,10607,10718,35.2,Yala
MATALE,2010/2011,3599,19565,19814,42,Maha
MATALE,2012,3686,5160,5638,15,Yala
MATALE,2011/2012,4384,19086,19177,61.5,Maha
MATALE,2013,4617,9292,9318,38.6,Yala
MATALE,2012/2013,4404,21008,21168,78,Maha
MATALE,2014,4169,6295,6507,23.6,Yala
MATALE,2013/2014,3956,17089,18578,25,Maha
MATALE,2015,4202,10152,10186,38.4,Yala
MATALE,2014/2015,4602,20000,20365,88.7,Maha
MATALE,2016,4886,7364,7414,32.36,Yala
MATALE,2015/2016,4460,19724,19858,89.08,Maha
MATALE,2017,4277,5138,5457,19.76,Yala
MATALE,2016/2017,4523,8048,9349,56.15,Maha
MATALE,2018,4561,7713,7967,31.63,Yala
MATALE,2017/2018,4690,15966,16880,78.07,Maha
MATALE,2019,5259,4492,4621,21.25,Yala
MATALE,2018/2019,5260,18847,19115,94.05,Maha
MATALE,2020,5034,8209,8221,37.16,Yala
MATALE,2019/2020,5316,18386,18458,89.26,Maha
MATALE,2021,4639,12325,12343,51.42,Yala
MATALE,2022,2768,12683,12716,31.58,Yala
MATALE,2021/2022,3339,19920,19992,51.28,Maha
MATALE,2023,3976,11566,11757,41.36,Yala
MATALE,2022/2023,4218,20263,20274,73.84,Maha
MATALE,2024,4500,10669,10669,43.18,Yala
MATALE,2023/2024,4333,18796,18876,115.6,Maha
MATARA,1979,2185,17760,18134,31.4,Yala
MATARA,1978/1979,2113,18839,19972,38.9,Maha
MATARA,1979/1980,2278,19746,20175,36.8,Maha
MATARA,1981,2443,18769,18975,36.3,Yala
MATARA,1980/1981,2122,19806,20126,43.3,Maha
MATARA,1982,2134,17165,18514,29,Yala
MATARA,1981/1982,2711,20192,20281,25.4,Maha
MATARA,1983,2249,13321,13471,23.7,Yala
MATARA,1982/1983,2876,18805,20151,46.3,Maha
MATARA,1984,2398,18525,18668,35.1,Yala
MATARA,1983/1984,2757,19708,20007,43,Maha
MATARA,1985,2459,17487,17696,34,Yala
MATARA,1984/1985,3149,19090,19236,40,Maha
MATARA,1986,2676,17863,18211,37.8,Yala
MATARA,1985/1986,2601,18169,18893,37.4,Maha
MATARA,1987,2503,14538,15043,28.8,Yala
MATARA,1986/1987,3264,18924,19211,48.8,Maha
MATARA,1988,2948,17532,17654,40.9,Yala
MATARA,1987/1988,2994,17891,18189,42.4,Maha
MATARA,1989,2721,16046,16297,34.5,Yala
MATARA,1988/1989,3117,18813,18895,46.4,Maha
MATARA,1990,3145,17885,17922,44.5,Yala
MATARA,1989/1990,3253,19213,19480,49.4,Maha
MATARA,1991,2307,14640,15192,26.7,Yala
MATARA,1990/1991,2696,18136,18259,38.7,Maha
MATARA,1992,2689,14289,14317,30.4,Yala
MATARA,1991/1992,3480,19247,19308,53,Maha
MATARA,1993,2658,15622,16575,32.8,Yala
MATARA,1992/1993,2888,18917,19108,43.2,Maha
MATARA,1994,2901,17133,17153,39.3,Yala
MATARA,1993/1994,3143,18342,18367,45.6,Maha
MATARA,1995,2804,15678,15763,34.8,Yala
MATARA,1994/1995,2985,18108,18123,42.7,Maha
MATARA,1996,2771,15198,15240,33.3,Yala
MATARA,1995/1996,2837,17717,17748,39.8,Maha
MATARA,1997,2701,14997,15103,32,Yala
MATARA,1996/1997,3357,18005,18046,47.8,Maha
MATARA,1998,3215,11416,12056,29,Yala
MATARA,1997/1998,3253,17175,17348,44.2,Maha
MATARA,1999,3792,15167,15989,45.5,Yala
MATARA,1998/1999,3431,17147,17148,46.5,Maha
MATARA,2000,3639,16376,16416,47.1,Yala
MATARA,1999/2000,3540,16820,17163,47.1,Maha
MATARA,2001,3341,14658,14658,38.7,Yala
MATARA,2000/2001,3418,17092,17092,46.2,Maha
MATARA,2002,2962,13010,13695,30,Yala
MATARA,2001/2002,3735,15213,15584,44.9,Maha
MATARA,2003,2818,13396,14562,29.8,Yala
MATARA,2002/2003,3514,13989,14724,38.9,Maha
MATARA,2004,3652,13906,13921,40.1,Yala
MATARA,2003/2004,3799,13789,14113,41.4,Maha
MATARA,2005,3219,14103,14115,35.8,Yala
MATARA,2004/2005,3785,14695,14862,43.9,Maha
MATARA,2006,3550,11415,11443,32,Yala
MATARA,2005/2006,4025,14667,14782,46.6,Maha
MATARA,2007,3712,13118,13345,38.4,Yala
MATARA,2006/2007,3692,12858,13176,37.5,Maha
MATARA,2008,3755,15912,15975,47.2,Yala
MATARA,2007/2008,3887,14842,14865,45.5,Maha
MATARA,2009,3628,15538,15722,44.5,Yala
MATARA,2008/2009,3631,15787,16171,64.1,Maha
MATARA,2010,3415,15467,15574,41.7,Yala
MATARA,2009/2010,3641,15811,15908,81.2,Maha
MATARA,2011,3299,15372,15401,40,Yala
MATARA,2010/2011,3474,14515,15925,63.3,Maha
MATARA,2012,3050,12034,12476,29,Yala
MATARA,2011/2012,3653,15177,15196,75.2,Maha
MATARA,2013,3475,11294,11331,31,Yala
MATARA,2012/2013,3960,14613,15344,83.2,Maha
MATARA,2014,3398,11175,11221,30,Yala
MATARA,2013/2014,3882,13847,13890,60.8,Maha
MATARA,2015,3861,12701,13655,38.7,Yala
MATARA,2014/2015,4266,14304,14447,82.8,Maha
MATARA,2016,3719,6334,6404,18.6,Yala
MATARA,2015/2016,4055,11848,12100,79.12,Maha
MATARA,2017,3491,11636,11921,32.08,Yala
MATARA,2016/2017,4584,11509,11579,32.73,Maha
MATARA,2018,3866,12062,12223,36.81,Yala
MATARA,2017/2018,3808,13447,13488,67.35,Maha
MATARA,2019,3240,8750,11306,22.38,Yala
MATARA,2018/2019,4160,12801,12950,89.15,Maha
MATARA,2020,3573,13499,13913,38.08,Yala
MATARA,2019/2020,3886,11596,11746,87.9,Maha
MATARA,2021,3727,13862,14082,40.79,Yala
MATARA,2022,2730,13072,13321,28.18,Yala
MATARA,2021/2022,2764,13178,13685,59.81,Maha
MATARA,2023,2999,9709,12972,22.99,Yala
MATARA,2022/2023,3406,14463,14567,76.86,Maha
MATARA,2024,2936,10649,10649,24.69,Yala
MATARA,2023/2024,3158,10201,10376,73.24,Maha
MONARAGALA,1979,2301,1369,1418,3.1,Yala
MONARAGALA,1981,2754,2254,2287,6.1,Yala
MONARAGALA,1982,2933,4155,4235,12,Yala
MONARAGALA,1983,3836,1991,2357,7.5,Yala
MONARAGALA,1984,3230,5171,5212,16.4,Yala
MONARAGALA,1983/1984,3074,9990,11195,30.1,Maha
MONARAGALA,1985,3324,3483,3807,11.4,Yala
MONARAGALA,1984/1985,2988,10307,10856,30.2,Maha
MONARAGALA,1986,3345,4395,4582,14.4,Yala
MONARAGALA,1985/1986,3810,11288,11397,42.2,Maha
MONARAGALA,1987,3312,2454,2896,8,Yala
MONARAGALA,1986/1987,3309,9122,10158,29.6,Maha
MONARAGALA,1988,3352,2923,3116,9.6,Yala
MONARAGALA,1987/1988,3310,9980,11171,32.4,Maha
MONARAGALA,1989,3206,1759,1855,5.5,Yala
MONARAGALA,1988/1989,2856,10235,10920,28.7,Maha
MONARAGALA,1990,3540,3893,4056,13.5,Yala
MONARAGALA,1989/1990,3564,9531,10189,33.4,Maha
MONARAGALA,1991,3748,4059,4082,14.9,Yala
MONARAGALA,1990/1991,3872,12747,12957,48.4,Maha
MONARAGALA,1992,3346,2173,2546,7.1,Yala
MONARAGALA,1991/1992,3560,8253,11868,28.8,Maha
MONARAGALA,1993,3135,1872,1872,5.8,Yala
MONARAGALA,1992/1993,3485,13937,14077,47.7,Maha
MONARAGALA,1994,2974,4031,4101,11.8,Yala
MONARAGALA,1993/1994,3248,13236,13372,42.2,Maha
MONARAGALA,1995,3088,4281,4283,13,Yala
MONARAGALA,1994/1995,3215,12955,12978,40.9,Maha
MONARAGALA,1996,3360,4241,4279,14,Yala
MONARAGALA,1995/1996,3228,11719,12235,37.1,Maha
MONARAGALA,1997,3780,2868,2927,10.6,Yala
MONARAGALA,1996/1997,3292,7650,11812,24.7,Maha
MONARAGALA,1998,3138,3741,3869,11.5,Yala
MONARAGALA,1997/1998,3398,14319,14502,47.8,Maha
MONARAGALA,1999,3988,5100,5300,19.9,Yala
MONARAGALA,1998/1999,3521,13982,13987,48.3,Maha
MONARAGALA,2000,3852,5622,5741,21.3,Yala
MONARAGALA,1999/2000,3984,12958,13497,50.7,Maha
MONARAGALA,2001,4120,2533,3297,10.2,Yala
MONARAGALA,2000/2001,3937,10878,10882,42,Maha
MONARAGALA,2002,3406,4426,4658,15.1,Yala
MONARAGALA,2001/2002,3956,12007,12225,46.6,Maha
MONARAGALA,2003,3698,6219,6758,21.8,Yala
MONARAGALA,2002/2003,3838,14610,15710,55,Maha
MONARAGALA,2004,3676,4922,5059,17.7,Yala
MONARAGALA,2003/2004,4064,14654,14713,58.4,Maha
MONARAGALA,2005,3711,6082,6114,22.1,Yala
MONARAGALA,2004/2005,3910,15862,15913,60.8,Maha
MONARAGALA,2006,4055,6579,6579,26.1,Yala
MONARAGALA,2005/2006,3957,16746,16746,64.9,Maha
MONARAGALA,2007,4377,8923,8926,38.3,Yala
MONARAGALA,2006/2007,4089,23071,23544,92.4,Maha
MONARAGALA,2008,4272,13612,13716,57,Yala
MONARAGALA,2007/2008,3993,25415,25827,99.4,Maha
MONARAGALA,2009,3645,7325,8341,26.2,Yala
MONARAGALA,2010,4210,13884,14016,57.3,Yala
MONARAGALA,2011,4123,15556,15764,62.9,Yala
MONARAGALA,2010/2011,4077,30544,30587,30.9,Maha
MONARAGALA,2012,3956,11708,13468,45.4,Yala
MONARAGALA,2011/2012,4258,31986,31985,55.6,Maha
MONARAGALA,2013,3696,15319,15346,55.5,Yala
MONARAGALA,2012/2013,4270,36730,36762,42.7,Maha
MONARAGALA,2014,3778,7769,8814,28.8,Yala
MONARAGALA,2013/2014,3969,23637,34814,50.1,Maha
MONARAGALA,2015,4011,15403,15415,60.6,Yala
MONARAGALA,2014/2015,3993,35817,36038,69.3,Maha
MONARAGALA,2016,4363,9384,9405,40.12,Yala
MONARAGALA,2015/2016,3817,37656,37683,84.91,Maha
MONARAGALA,2017,4502,9727,9900,42.91,Yala
MONARAGALA,2016/2017,3922,12625,25680,53.24,Maha
MONARAGALA,2018,3684,12578,12820,45.41,Yala
MONARAGALA,2017/2018,4123,29727,36373,91.48,Maha
MONARAGALA,2019,5122,13187,14146,66.2,Yala
MONARAGALA,2018/2019,4911,26180,36044,83.56,Maha
MONARAGALA,2020,4922,14185,14400,68.42,Yala
MONARAGALA,2019/2020,4796,33653,34356,100.22,Maha
MONARAGALA,2021,5034,15759,15852,77.75,Yala
MONARAGALA,2022,3414,15437,15571,51.65,Yala
MONARAGALA,2021/2022,2987,34188,34361,60.42,Maha
MONARAGALA,2023,4026,16490,16561,65.07,Yala
MONARAGALA,2022/2023,4003,35573,35628,79.55,Maha
MONARAGALA,2024,4334,16420,16459,69.74,Yala
MONARAGALA,2023/2024,4142,36475,36485,49.49,Maha
MULLATIVU,1979,2565,1533,1606,3.7,Yala
MULLATIVU,1978/1979,2365,12286,13024,169.6,Maha
MULLATIVU,1979/1980,2589,12313,12561,200.6,Maha
MULLATIVU,1981,3320,535,545,1.7,Yala
MULLATIVU,1980/1981,1732,7591,13703,231.3,Maha
MULLATIVU,1982,4013,1407,1424,5.3,Yala
