District,Year,Yield,Harvested_Extent,Sown_Extent,Production,Season
MULLATIVU,1981/1982,2550,12807,13923,203.4,Maha
MULLATIVU,1983,2908,1594,1617,4.4,Yala
MULLATIVU,1982/1983,2664,13446,13642,220,Maha
MULLATIVU,1984,3126,3522,3522,10.4,Yala
MULLATIVU,1983/1984,1153,7544,13709,1,Maha
MULLATIVU,1985,3056,1096,1105,3.2,Yala
MULLATIVU,1984/1985,2578,8437,9453,20.6,Maha
MULLATIVU,1986,2737,3027,3057,7.8,Yala
MULLATIVU,1985/1986,2498,8174,8324,19.3,Maha
MULLATIVU,1987,3057,302,327,0.9,Yala
MULLATIVU,1986/1987,1830,3304,6031,5.7,Maha
MULLATIVU,1988,2836,605,619,1.6,Yala
MULLATIVU,1987/1988,2671,5152,6726,13,Maha
MULLATIVU,1989,3087,241,245,0.7,Yala
MULLATIVU,1988/1989,1903,2522,4551,4.5,Maha
MULLATIVU,1990,0,236,245,0.6,Yala
MULLATIVU,1989/1990,2992,6991,7133,19.8,Maha
MULLATIVU,1991,2918,3331,3543,9.2,Yala
MULLATIVU,1992,0,507,528,1.5,Yala
MULLATIVU,1991/1992,2372,5408,6896,12.1,Maha
MULLATIVU,1993,0,1223,1287,3.4,Yala
MULLATIVU,1992/1993,2475,9189,10663,21.5,Maha
MULLATIVU,1994,2990,2437,2471,6.9,Yala
MULLATIVU,1993/1994,2475,6538,8929,15.3,Maha
MULLATIVU,1995,2940,2310,2336,6.4,Yala
MULLATIVU,1994/1995,3609,6230,7558,21.3,Maha
MULLATIVU,1996,2939,217,221,0.5,Yala
MULLATIVU,1995/1996,2578,2948,7453,7.2,Maha
MULLATIVU,1997,2939,667,784,1.9,Yala
MULLATIVU,1996/1997,2836,8094,8175,21.7,Maha
MULLATIVU,1997/1998,2578,7074,7446,17.2,Maha
MULLATIVU,1999,2887,1564,1619,4.3,Yala
MULLATIVU,1998/1999,2578,7477,7891,18.2,Maha
MULLATIVU,2000,2939,1515,1619,4,Yala
MULLATIVU,1999/2000,2578,7250,7553,17,Maha
MULLATIVU,2001,2888,1534,1619,4,Yala
MULLATIVU,2000/2001,2615,2416,2428,6,Maha
MULLATIVU,2002,2990,2973,3006,8,Yala
MULLATIVU,2001/2002,2615,2379,2428,6,Maha
MULLATIVU,2003,3791,1714,1862,6.1,Yala
MULLATIVU,2002/2003,2948,9636,12414,27,Maha
MULLATIVU,2004,4215,486,491,1.9,Yala
MULLATIVU,2003/2004,3977,6880,8041,25.8,Maha
MULLATIVU,2005,3792,2442,2519,8.7,Yala
MULLATIVU,2004/2005,3464,10362,11819,33.9,Maha
MULLATIVU,2006,3650,2617,2755,9,Yala
MULLATIVU,2005/2006,3624,9235,9581,31.6,Maha
MULLATIVU,2007,3765,1839,1862,6.5,Yala
MULLATIVU,2006/2007,3624,9235,9568,31.6,Maha
MULLATIVU,2008,2963,2634,3143,7.4,Yala
MULLATIVU,2007/2008,3430,5937,6596,19.2,Maha
MULLATIVU,2010,3877,1150,1183,4.2,Yala
MULLATIVU,2009/2010,5316,2144,2180,274.3,Maha
MULLATIVU,2011,3669,3371,3433,11.7,Yala
MULLATIVU,2010/2011,2456,6778,10753,266.2,Maha
MULLATIVU,2012,3590,2582,2588,8.8,Yala
MULLATIVU,2011/2012,2994,9720,9727,223.1,Maha
MULLATIVU,2013,5227,3896,3896,19.2,Yala
MULLATIVU,2012/2013,2685,9726,14087,388.6,Maha
MULLATIVU,2014,3633,424,440,1.5,Yala
MULLATIVU,2013/2014,2563,6386,12797,225.3,Maha
MULLATIVU,2015,4540,6969,6969,29.8,Yala
MULLATIVU,2014/2015,3330,14556,14613,278.3,Maha
MULLATIVU,2016,4297,5344,5344,21.67,Yala
MULLATIVU,2015/2016,3622,13415,16046,333.06,Maha
MULLATIVU,2017,3209,905,934,2.74,Yala
MULLATIVU,2016/2017,2957,5767,15662,83.9,Maha
MULLATIVU,2018,4151,1635,1635,6.4,Yala
MULLATIVU,2017/2018,3963,14711,19785,187.95,Maha
MULLATIVU,2019,5081,5262,5294,25.23,Yala
MULLATIVU,2018/2019,4915,10978,16617,377.2,Maha
MULLATIVU,2020,5147,5461,5461,26.51,Yala
MULLATIVU,2019/2020,4644,18259,18259,388.04,Maha
MULLATIVU,2021,5287,7383,7383,36.83,Yala
MULLATIVU,2022,3558,6891,6891,23.13,Yala
MULLATIVU,2021/2022,2305,19828,19990,260.3,Maha
MULLATIVU,2023,4418,5752,5752,23.97,Yala
MULLATIVU,2022/2023,3152,25652,25652,292.72,Maha
MULLATIVU,2024,4198,8206,8222,32.5,Yala
MULLATIVU,2023/2024,3009,23074,25642,268.23,Maha
NUWARA ELIYA,1979,3579,1963,2016,4,Yala
NUWARA ELIYA,1978/1979,4111,4570,4609,38.4,Maha
NUWARA ELIYA,1979/1980,3720,4628,4641,34.9,Maha
NUWARA ELIYA,1981,2926,3550,3552,5.9,Yala
NUWARA ELIYA,1980/1981,4002,4726,4728,20.6,Maha
NUWARA ELIYA,1982,4381,4009,4009,9.9,Yala
NUWARA ELIYA,1981/1982,4691,7214,7462,20,Maha
NUWARA ELIYA,1983,4129,2961,3487,6.9,Yala
NUWARA ELIYA,1982/1983,4366,7192,7528,29.2,Maha
NUWARA ELIYA,1984,3564,3566,3707,7.2,Yala
NUWARA ELIYA,1983/1984,3774,6767,7337,14.4,Maha
NUWARA ELIYA,1985,3774,3624,3742,7.7,Yala
NUWARA ELIYA,1984/1985,3835,7001,7141,15.2,Maha
NUWARA ELIYA,1986,3386,3500,3857,6.7,Yala
NUWARA ELIYA,1985/1986,3655,6746,6925,13.9,Maha
NUWARA ELIYA,1987,4044,3719,3730,8.5,Yala
NUWARA ELIYA,1986/1987,3698,6395,6470,13.4,Maha
NUWARA ELIYA,1988,3474,3749,3751,7.4,Yala
NUWARA ELIYA,1987/1988,3704,6353,6353,13.3,Maha
NUWARA ELIYA,1989,3446,3736,3736,7.3,Yala
NUWARA ELIYA,1988/1989,3538,6381,6381,12.7,Maha
NUWARA ELIYA,1990,2802,3325,3325,5.3,Yala
NUWARA ELIYA,1989/1990,3769,6114,6114,13,Maha
NUWARA ELIYA,1991,3935,3144,3144,7,Yala
NUWARA ELIYA,1990/1991,3908,6165,6171,13.6,Maha
NUWARA ELIYA,1992,3112,3036,3036,5.3,Yala
NUWARA ELIYA,1991/1992,3326,6107,6146,11.5,Maha
NUWARA ELIYA,1993,3612,3035,3035,6.2,Yala
NUWARA ELIYA,1992/1993,3794,6057,6118,13,Maha
NUWARA ELIYA,1994,3871,3036,3046,6.6,Yala
NUWARA ELIYA,1993/1994,4073,6254,6254,14.4,Maha
NUWARA ELIYA,1995,3561,2943,2946,5.9,Yala
NUWARA ELIYA,1994/1995,3609,6201,6205,12.6,Maha
NUWARA ELIYA,1996,3842,2523,2527,5.5,Yala
NUWARA ELIYA,1995/1996,4256,6111,6154,14.7,Maha
NUWARA ELIYA,1997,3250,2879,2882,5.3,Yala
NUWARA ELIYA,1996/1997,4028,5513,5662,12.5,Maha
NUWARA ELIYA,1998,2960,2581,2697,4.3,Yala
NUWARA ELIYA,1997/1998,3867,6470,6603,14.1,Maha
NUWARA ELIYA,1999,3281,2199,2304,4.1,Yala
NUWARA ELIYA,1998/1999,3247,6543,6546,12,Maha
NUWARA ELIYA,2000,3164,2112,2284,3.8,Yala
NUWARA ELIYA,1999/2000,3247,6255,6515,11.5,Maha
NUWARA ELIYA,2001,3786,2251,2251,4.8,Yala
NUWARA ELIYA,2000/2001,3575,5985,6015,12.1,Maha
NUWARA ELIYA,2002,3540,2045,2152,4.2,Yala
NUWARA ELIYA,2001/2002,3638,6322,6322,12.2,Maha
NUWARA ELIYA,2003,3318,1749,1900,3.3,Yala
NUWARA ELIYA,2002/2003,2983,5612,5908,9.5,Maha
NUWARA ELIYA,2004,3630,1964,1964,4,Yala
NUWARA ELIYA,2003/2004,3321,5088,5553,9.5,Maha
NUWARA ELIYA,2005,2917,1893,1932,3.1,Yala
NUWARA ELIYA,2004/2005,4374,5759,5760,14.2,Maha
NUWARA ELIYA,2006,3120,1883,1923,3.3,Yala
NUWARA ELIYA,2005/2006,3898,5934,5935,13,Maha
NUWARA ELIYA,2007,3703,2066,2072,4.3,Yala
NUWARA ELIYA,2006/2007,3459,5331,5335,10.4,Maha
NUWARA ELIYA,2008,3688,2045,2087,4.3,Yala
NUWARA ELIYA,2007/2008,3929,5627,5627,12.5,Maha
NUWARA ELIYA,2009,2913,2858,2884,4.7,Yala
NUWARA ELIYA,2008/2009,4145,5567,5576,29.6,Maha
NUWARA ELIYA,2010,4420,2960,3030,7.4,Yala
NUWARA ELIYA,2009/2010,4134,5583,5586,24.5,Maha
NUWARA ELIYA,2011,4208,2921,2946,6.9,Yala
NUWARA ELIYA,2010/2011,3847,5572,5584,49.2,Maha
NUWARA ELIYA,2012,3087,1139,1144,2,Yala
NUWARA ELIYA,2011/2012,4002,5475,5482,58.9,Maha
NUWARA ELIYA,2013,3196,1832,1832,3.3,Yala
NUWARA ELIYA,2012/2013,5282,5418,5418,62.5,Maha
NUWARA ELIYA,2014,4274,1839,1839,4.4,Yala
NUWARA ELIYA,2013/2014,4403,5025,5031,17.6,Maha
NUWARA ELIYA,2015,3943,2157,2157,4.8,Yala
NUWARA ELIYA,2014/2015,3717,5210,5237,76.4,Maha
NUWARA ELIYA,2016,3297,2015,2017,3.74,Yala
NUWARA ELIYA,2015/2016,3779,4866,4866,71.89,Maha
NUWARA ELIYA,2017,3619,1142,1142,2.33,Yala
NUWARA ELIYA,2016/2017,3897,4322,4322,22.08,Maha
NUWARA ELIYA,2018,4041,2505,2522,5.7,Yala
NUWARA ELIYA,2017/2018,3417,4704,4705,35.07,Maha
NUWARA ELIYA,2019,2715,1487,1487,2.27,Yala
NUWARA ELIYA,2018/2019,4998,4660,4660,96.57,Maha
NUWARA ELIYA,2020,4512,4406,4406,11.2,Yala
NUWARA ELIYA,2019/2020,3608,1735,1735,89.29,Maha
NUWARA ELIYA,2021,3917,2573,2573,5.68,Yala
NUWARA ELIYA,2022,3704,2871,2873,5.99,Yala
NUWARA ELIYA,2021/2022,3922,5034,5044,42.22,Maha
NUWARA ELIYA,2023,4119,2436,2439,5.65,Yala
NUWARA ELIYA,2022/2023,3905,4953,4960,62.1,Maha
NUWARA ELIYA,2024,3905,2131,2132,4.69,Yala
NUWARA ELIYA,2023/2024,4238,4524,4527,83.36,Maha
POLONNARUWA,1979,2837,21743,22179,54.7,Yala
POLONNARUWA,1978/1979,3547,29487,29806,92.7,Maha
POLONNARUWA,1979/1980,3748,30713,30752,102,Maha
POLONNARUWA,1981,3112,24513,24585,67.6,Yala
POLONNARUWA,1980/1981,3737,32067,32071,106.2,Maha
POLONNARUWA,1982,3895,16419,16434,56.7,Yala
POLONNARUWA,1981/1982,4707,30253,31639,126.2,Maha
POLONNARUWA,1983,4438,26141,26293,102.8,Yala
POLONNARUWA,1982/1983,5274,33078,33300,154.6,Maha
POLONNARUWA,1984,3847,26228,26286,89.4,Yala
POLONNARUWA,1983/1984,3785,30488,33602,102.2,Maha
POLONNARUWA,1985,4396,23657,23662,92.1,Yala
POLONNARUWA,1984/1985,4874,32937,32944,142.2,Maha
POLONNARUWA,1986,3943,28703,28862,100.3,Yala
POLONNARUWA,1985/1986,4876,33047,33743,142.8,Maha
POLONNARUWA,1987,3749,25999,28015,86.4,Yala
POLONNARUWA,1986/1987,4912,35899,35925,156.2,Maha
POLONNARUWA,1988,4109,30553,30591,111.2,Yala
POLONNARUWA,1987/1988,4341,38233,38567,147.1,Maha
POLONNARUWA,1989,4112,30656,30886,111.7,Yala
POLONNARUWA,1988/1989,4266,37102,37388,140.2,Maha
POLONNARUWA,1990,3812,37113,37122,125.4,Yala
POLONNARUWA,1989/1990,4554,41156,41228,166.1,Maha
POLONNARUWA,1991,3972,38115,38140,134.1,Yala
POLONNARUWA,1990/1991,4438,43428,43659,170,Maha
POLONNARUWA,1992,3898,28018,28501,96.8,Yala
POLONNARUWA,1991/1992,4414,43401,43658,169.7,Maha
POLONNARUWA,1993,4681,39870,39893,165.4,Yala
POLONNARUWA,1992/1993,5048,43372,43382,194,Maha
POLONNARUWA,1994,4473,42358,42380,167.9,Yala
POLONNARUWA,1993/1994,3023,43736,45772,117.2,Maha
POLONNARUWA,1995,4240,42953,42957,161.4,Yala
POLONNARUWA,1994/1995,4861,45316,45396,195.2,Maha
POLONNARUWA,1996,3973,31039,31077,109.3,Yala
POLONNARUWA,1995/1996,4833,44692,44932,191.4,Maha
POLONNARUWA,1997,4409,34952,35666,136.6,Yala
POLONNARUWA,1996/1997,4916,43532,43961,189.6,Maha
POLONNARUWA,1998,4335,42734,43636,164.1,Yala
POLONNARUWA,1997/1998,4114,47981,48188,174.9,Maha
POLONNARUWA,1999,4365,45813,46144,177.2,Yala
POLONNARUWA,1998/1999,4236,46774,47185,175.5,Maha
POLONNARUWA,2000,4560,47608,47825,192,Yala
POLONNARUWA,1999/2000,4539,50202,51226,202,Maha
POLONNARUWA,2001,4873,47909,47969,207,Yala
POLONNARUWA,2000/2001,4948,48753,48999,213,Maha
POLONNARUWA,2002,4528,43319,45599,174,Yala
POLONNARUWA,2001/2002,4627,48486,49475,198,Maha
POLONNARUWA,2003,4474,46577,50627,184.4,Yala
POLONNARUWA,2002/2003,4462,49885,52511,197,Maha
POLONNARUWA,2004,4988,37840,38634,167,Yala
POLONNARUWA,2003/2004,5020,51290,51863,227.7,Maha
POLONNARUWA,2005,4761,49829,49865,209.8,Yala
POLONNARUWA,2004/2005,4992,52222,53180,230.6,Maha
POLONNARUWA,2006,4899,48501,48501,210.2,Yala
POLONNARUWA,2005/2006,4911,52659,53176,228.8,Maha
POLONNARUWA,2007,5057,49540,49558,221.6,Yala
POLONNARUWA,2006/2007,5119,50533,50565,228.8,Maha
POLONNARUWA,2008,4971,54460,54481,239.5,Yala
POLONNARUWA,2007/2008,4900,55240,55529,239.4,Maha
POLONNARUWA,2009,4737,36583,36862,153.3,Yala
POLONNARUWA,2008/2009,5223,56929,57298,263,Maha
POLONNARUWA,2010,5095,58300,58301,262.7,Yala
POLONNARUWA,2009/2010,5336,60301,60312,284.6,Maha
POLONNARUWA,2011,5028,61605,61666,274,Yala
POLONNARUWA,2010/2011,3831,60145,65396,203.8,Maha
POLONNARUWA,2012,4199,45514,53452,169.1,Yala
POLONNARUWA,2011/2012,5086,64487,64512,290.1,Maha
POLONNARUWA,2013,4725,62503,62503,261.3,Yala
POLONNARUWA,2012/2013,4889,64055,66372,277,Maha
POLONNARUWA,2014,4902,34540,34553,149.8,Yala
POLONNARUWA,2013/2014,4819,61346,62200,261.5,Maha
POLONNARUWA,2015,5131,61799,62135,280.5,Yala
POLONNARUWA,2014/2015,5306,74486,74766,349.6,Maha
POLONNARUWA,2016,5047,56245,56264,251.13,Yala
POLONNARUWA,2015/2016,5056,65123,65202,291.27,Maha
POLONNARUWA,2017,4878,40228,40882,173.6,Yala
POLONNARUWA,2016/2017,5080,47782,49621,214.72,Maha
POLONNARUWA,2018,5070,59865,61559,268.47,Yala
POLONNARUWA,2017/2018,4848,64677,65403,277.35,Maha
POLONNARUWA,2019,5511,61429,61624,299.47,Yala
POLONNARUWA,2018/2019,5075,65188,65970,292.65,Maha
POLONNARUWA,2020,5244,62147,62373,288.31,Yala
POLONNARUWA,2019/2020,5404,66594,67016,318.35,Maha
POLONNARUWA,2021,5441,62399,62626,300.32,Yala
POLONNARUWA,2022,4288,58631,58636,222.41,Yala
POLONNARUWA,2021/2022,3103,66536,66536,182.63,Maha
POLONNARUWA,2023,4918,65990,66033,287.11,Yala
POLONNARUWA,2022/2023,4416,69449,69487,271.31,Maha
POLONNARUWA,2024,5716,66614,66614,336.8,Yala
POLONNARUWA,2023/2024,4697,69843,69983,290.19,Maha
PUTTALAM,1979,1493,513,2038,0.6,Yala
PUTTALAM,1978/1979,2129,10651,12523,58.9,Maha
PUTTALAM,1979/1980,1873,11752,12727,48.6,Maha
PUTTALAM,1981,2011,2800,2941,4.8,Yala
PUTTALAM,1980/1981,2659,11866,13512,63.2,Maha
PUTTALAM,1982,2403,2811,2942,5.7,Yala
PUTTALAM,1981/1982,2088,8779,11634,54.3,Maha
PUTTALAM,1983,2911,1253,1843,3.1,Yala
PUTTALAM,1982/1983,2576,10010,10459,73.6,Maha
PUTTALAM,1984,2670,6147,6414,14,Yala
PUTTALAM,1983/1984,2158,19763,10559,17.9,Maha
PUTTALAM,1985,2834,4792,4942,11.6,Yala
PUTTALAM,1984/1985,2643,10817,11224,24.3,Maha
PUTTALAM,1986,2534,3954,5333,8.5,Yala
PUTTALAM,1985/1986,2555,13064,13778,28.4,Maha
PUTTALAM,1987,2806,974,1668,2.3,Yala
PUTTALAM,1986/1987,2832,5924,11864,14.3,Maha
PUTTALAM,1988,2632,5457,6020,12.2,Yala
PUTTALAM,1987/1988,2853,7914,8569,19.2,Maha
PUTTALAM,1989,3228,2185,2529,6,Yala
PUTTALAM,1988/1989,2977,11445,11863,29,Maha
PUTTALAM,1990,3062,3949,4188,10.3,Yala
PUTTALAM,1989/1990,2623,7193,8507,16.1,Maha
PUTTALAM,1991,2716,4461,4564,10.3,Yala
PUTTALAM,1990/1991,3161,10811,11101,29.1,Maha
PUTTALAM,1992,2482,2593,2690,7.7,Yala
PUTTALAM,1991/1992,2761,13388,14102,31.5,Maha
PUTTALAM,1993,2778,3247,3981,7.7,Yala
PUTTALAM,1992/1993,2347,13392,13665,26.8,Maha
PUTTALAM,1994,3218,6343,6685,17.4,Yala
PUTTALAM,1993/1994,2843,13993,15037,33.9,Maha
PUTTALAM,1995,2711,6479,7123,14.9,Yala
PUTTALAM,1994/1995,3385,11707,13198,33.8,Maha
PUTTALAM,1996,3098,1337,1463,3.5,Yala
PUTTALAM,1995/1996,3429,11110,11885,32.4,Maha
PUTTALAM,1997,3280,2970,3000,8.3,Yala
PUTTALAM,1996/1997,3244,7652,8637,21.1,Maha
PUTTALAM,1998,3605,4826,4958,14.8,Yala
PUTTALAM,1997/1998,3078,13609,13885,35.7,Maha
PUTTALAM,1999,3574,6122,6357,18.6,Yala
PUTTALAM,1998/1999,3259,13038,13201,36.2,Maha
PUTTALAM,2000,3666,5820,6238,18.2,Yala
PUTTALAM,1999/2000,3442,8999,9374,26.4,Maha
PUTTALAM,2001,3423,6831,7602,19.9,Yala
PUTTALAM,2000/2001,3562,5490,5519,16.6,Maha
PUTTALAM,2002,3225,10071,10602,28,Yala
PUTTALAM,2001/2002,3314,7373,9028,20.8,Maha
PUTTALAM,2003,3268,10757,11693,29.5,Yala
PUTTALAM,2002/2003,3108,15148,15945,40.1,Maha
PUTTALAM,2004,3247,2500,2816,6.9,Yala
PUTTALAM,2003/2004,3685,7173,8467,22.5,Maha
PUTTALAM,2005,3405,5634,5927,16.3,Yala
PUTTALAM,2004/2005,3704,10510,10561,33.1,Maha
PUTTALAM,2006,3647,6574,6781,20.4,Yala
PUTTALAM,2005/2006,3451,11263,11360,33,Maha
PUTTALAM,2007,4145,5215,5320,18.4,Yala
PUTTALAM,2006/2007,3962,11774,12579,39.7,Maha
PUTTALAM,2008,3746,14192,14484,45.2,Yala
PUTTALAM,2007/2008,3834,12050,12284,39.3,Maha
PUTTALAM,2009,3653,14831,15258,46.1,Yala
PUTTALAM,2008/2009,3976,19541,19680,117.1,Maha
PUTTALAM,2010,3567,9436,10576,28.6,Yala
PUTTALAM,2009/2010,3973,14236,14415,117.8,Maha
PUTTALAM,2011,3684,17194,17521,53.8,Yala
PUTTALAM,2010/2011,3641,19373,20253,179,Maha
PUTTALAM,2012,3582,4466,6341,13.6,Yala
PUTTALAM,2011/2012,4087,12089,13181,118.6,Maha
PUTTALAM,2013,3856,11154,11533,36.6,Yala
PUTTALAM,2012/2013,4599,18830,20354,165.5,Maha
PUTTALAM,2014,3927,10307,10741,34.4,Yala
PUTTALAM,2013/2014,4072,12588,13944,130.4,Maha
PUTTALAM,2015,3817,15172,15327,49.2,Yala
PUTTALAM,2014/2015,4028,18290,20116,144.7,Maha
PUTTALAM,2016,3282,13569,14150,37.85,Yala
PUTTALAM,2015/2016,3996,19570,20090,128.42,Maha
PUTTALAM,2017,4024,981,2463,3.36,Yala
PUTTALAM,2016/2017,3625,6777,11536,99.83,Maha
PUTTALAM,2018,4524,12081,13001,46.45,Yala
PUTTALAM,2017/2018,4163,5179,5880,174.99,Maha
PUTTALAM,2019,4479,7161,8460,27.26,Yala
PUTTALAM,2018/2019,4584,20393,20681,197.53,Maha
PUTTALAM,2020,4343,14263,15182,52.66,Yala
PUTTALAM,2019/2020,4652,19588,20564,192.35,Maha
PUTTALAM,2021,3950,17491,18602,58.73,Yala
PUTTALAM,2022,2755,13308,13408,31.16,Yala
PUTTALAM,2021/2022,2415,19478,20930,124.87,Maha
PUTTALAM,2023,3810,17270,17672,55.93,Yala
PUTTALAM,2022/2023,3570,19033,19369,178.14,Maha
PUTTALAM,2024,3609,15190,16094,46.6,Yala
PUTTALAM,2023/2024,3843,19500,20652,178.05,Maha
RATNAPURA,1979,2123,12196,12330,22,Yala
RATNAPURA,1978/1979,2295,15006,15317,10.6,Maha
RATNAPURA,1979/1980,2303,15336,15526,9.7,Maha
RATNAPURA,1981,2431,14601,14665,30.2,Yala
RATNAPURA,1980/1981,2281,15729,15806,10.7,Maha
RATNAPURA,1982,2769,14680,15131,34.6,Yala
RATNAPURA,1981/1982,2434,15538,15949,19.1,Maha
RATNAPURA,1983,3135,11036,11237,29.5,Yala
RATNAPURA,1982/1983,3115,16256,16327,17.7,Maha
RATNAPURA,1984,2551,14156,14499,30.7,Yala
RATNAPURA,1983/1984,2911,16134,16214,40,Maha
RATNAPURA,1985,2841,14553,14706,35.2,Yala
RATNAPURA,1984/1985,3152,16034,16076,43,Maha
RATNAPURA,1986,2885,14648,14798,36,Yala
RATNAPURA,1985/1986,2788,16172,16216,38.4,Maha
RATNAPURA,1987,3054,11061,11716,28.8,Yala
RATNAPURA,1986/1987,3029,15551,15932,40.1,Maha
RATNAPURA,1988,2882,13485,13629,33.1,Yala
RATNAPURA,1987/1988,3209,15217,15327,41.6,Maha
RATNAPURA,1989,2844,10446,10554,25.3,Yala
RATNAPURA,1988/1989,3200,15121,15379,41.2,Maha
RATNAPURA,1990,2882,13698,13772,33.6,Yala
RATNAPURA,1989/1990,3350,18702,18785,53,Maha
RATNAPURA,1991,2418,13736,13791,28.3,Yala
RATNAPURA,1990/1991,2937,14827,15087,37.1,Maha
RATNAPURA,1992,2665,10315,10506,23.4,Yala
RATNAPURA,1991/1992,2843,14443,15118,35,Maha
RATNAPURA,1993,3072,13144,13343,34.4,Yala
RATNAPURA,1992/1993,2736,14938,14983,34.8,Maha
RATNAPURA,1994,2797,13452,13485,32,Yala
RATNAPURA,1993/1994,2989,14713,14828,37.4,Maha
RATNAPURA,1995,3312,12079,12640,34.1,Yala
RATNAPURA,1994/1995,2939,14830,14888,37.1,Maha
RATNAPURA,1996,3089,11096,11175,29.2,Yala
RATNAPURA,1995/1996,2923,14379,15058,35.8,Maha
RATNAPURA,1997,3091,11211,11440,29.5,Yala
RATNAPURA,1996/1997,3296,15004,15090,42.1,Maha
RATNAPURA,1998,2706,11219,11829,25.9,Yala
RATNAPURA,1997/1998,2986,15667,15930,37.4,Maha
RATNAPURA,1999,2893,12005,12635,29.6,Yala
RATNAPURA,1998/1999,2927,15595,15678,38.9,Maha
RATNAPURA,2000,3092,12171,12229,32,Yala
RATNAPURA,1999/2000,3296,14956,15578,42,Maha
RATNAPURA,2001,3237,11054,11280,30.5,Yala
RATNAPURA,2000/2001,3346,14465,14562,41.2,Maha
RATNAPURA,2002,3036,11063,11645,28.8,Yala
RATNAPURA,2001/2002,3442,14118,14177,41.4,Maha
RATNAPURA,2003,2610,10521,11436,23.1,Yala
RATNAPURA,2002/2003,3081,12686,13354,33.3,Maha
RATNAPURA,2004,3550,9514,9562,28.7,Yala
RATNAPURA,2003/2004,3003,12613,12643,32.2,Maha
RATNAPURA,2005,3026,10316,10375,26.5,Yala
RATNAPURA,2004/2005,3028,12228,12419,31.5,Maha
RATNAPURA,2006,3368,9482,9520,27.1,Yala
RATNAPURA,2005/2006,3012,12196,12219,31.2,Maha
RATNAPURA,2007,3970,7320,7437,24.7,Yala
RATNAPURA,2006/2007,3342,11092,11136,31.5,Maha
RATNAPURA,2008,3556,11210,11331,33.9,Yala
RATNAPURA,2007/2008,3305,11906,12025,33.4,Maha
RATNAPURA,2009,3277,11840,11978,33,Yala
RATNAPURA,2008/2009,3462,12965,12995,13,Maha
RATNAPURA,2010,3280,11449,11463,31.9,Yala
RATNAPURA,2009/2010,3318,13485,13485,13,Maha
RATNAPURA,2011,3315,11301,11734,31.8,Yala
RATNAPURA,2010/2011,3519,16461,16595,12.1,Maha
RATNAPURA,2012,3447,9122,9743,26.7,Yala
RATNAPURA,2011/2012,3367,12933,12948,12.3,Maha
RATNAPURA,2013,3941,8457,8465,28.3,Yala
RATNAPURA,2012/2013,3766,12574,12586,16.1,Maha
RATNAPURA,2014,3525,7412,7412,22.2,Yala
RATNAPURA,2013/2014,4053,11875,11903,12.5,Maha
RATNAPURA,2015,3688,8290,8311,26,Yala
RATNAPURA,2014/2015,3924,11736,11751,10.9,Maha
RATNAPURA,2016,4172,6132,6205,21.75,Yala
RATNAPURA,2015/2016,3877,11125,11163,10.37,Maha
RATNAPURA,2017,3267,5960,6070,16.55,Yala
RATNAPURA,2016/2017,3697,7749,7955,9.49,Maha
RATNAPURA,2018,4042,7265,7293,24.96,Yala
RATNAPURA,2017/2018,3519,9956,10000,9.06,Maha
RATNAPURA,2019,4834,7184,7349,29.52,Yala
RATNAPURA,2018/2019,4688,11159,11175,13.12,Maha
RATNAPURA,2020,4403,11324,11462,42.38,Yala
RATNAPURA,2019/2020,5097,10737,10756,3.53,Maha
RATNAPURA,2021,4119,10743,10773,37.62,Yala
RATNAPURA,2022,3356,11522,11610,32.87,Yala
RATNAPURA,2021/2022,3365,13041,13092,11.13,Maha
RATNAPURA,2023,4195,10424,10487,37.17,Yala
RATNAPURA,2022/2023,3761,14598,14641,10.9,Maha
RATNAPURA,2024,4566,10331,10331,40.1,Yala
RATNAPURA,2023/2024,4301,12908,12930,10.8,Maha
SRI LANKA,1979,2575,231511,260557,525,Yala
SRI LANKA,1978/1979,2820,550803,578068,1395.6,Maha
SRI LANKA,1979/1980,2951,554410,573434,1455.7,Maha
SRI LANKA,1981,2934,271684,280054,708.2,Yala
SRI LANKA,1980/1981,3005,564970,596692,1524.9,Maha
SRI LANKA,1982,3332,267297,276918,794.2,Yala
SRI LANKA,1981/1982,3150,478217,567244,1365,Maha
SRI LANKA,1983,3604,219116,241213,698.7,Yala
SRI LANKA,1982/1983,3638,557541,582884,1788.9,Maha
SRI LANKA,1984,3146,376874,383769,1062,Yala
SRI LANKA,1983/1984,3031,508933,606441,1354.4,Maha
SRI LANKA,1985,3343,305442,311948,908.6,Yala
SRI LANKA,1984/1985,3498,559235,568743,1750.6,Maha
SRI LANKA,1986,3287,301733,340110,897.7,Yala
SRI LANKA,1985/1986,3585,526920,555209,1687.2,Maha
SRI LANKA,1987,3362,246053,273396,736.7,Yala
SRI LANKA,1986/1987,3678,432693,507830,1392.6,Maha
SRI LANKA,1988,3370,317006,323181,953.5,Yala
SRI LANKA,1987/1988,3440,498553,544628,1527.2,Maha
SRI LANKA,1989,3279,249966,258108,722.6,Yala
SRI LANKA,1988/1989,3429,439787,468850,1344.8,Maha
SRI LANKA,1990,3220,308957,325981,890.4,Yala
SRI LANKA,1989/1990,3564,519290,530726,1650.1,Maha
SRI LANKA,1991,3041,307916,316138,836,Yala
SRI LANKA,1990/1991,3772,416987,500509,1554,Maha
